DateKey;Date;Day;Month;ShortMonth;MonthNo;Quarter;Year
20070826;25.08.2013;Sunday;August;Aug;8;3;2013
20070827;26.08.2013;Monday;August;Aug;8;3;2013
20070828;27.08.2013;Tuesday;August;Aug;8;3;2013
20070829;28.08.2013;Wednesday;August;Aug;8;3;2013
20070830;29.08.2013;Thursday;August;Aug;8;3;2013
20070831;30.08.2013;Friday;August;Aug;8;3;2013
20070901;31.08.2013;Saturday;September;Sep;9;3;2013
20070902;1.09.2013;Sunday;September;Sep;9;3;2013
20070903;2.09.2013;Monday;September;Sep;9;3;2013
20070904;3.09.2013;Tuesday;September;Sep;9;3;2013
20070905;4.09.2013;Wednesday;September;Sep;9;3;2013
20070906;5.09.2013;Thursday;September;Sep;9;3;2013
20070907;6.09.2013;Friday;September;Sep;9;3;2013
20070908;7.09.2013;Saturday;September;Sep;9;3;2013
20070909;8.09.2013;Sunday;September;Sep;9;3;2013
20070910;9.09.2013;Monday;September;Sep;9;3;2013
20070911;10.09.2013;Tuesday;September;Sep;9;3;2013
20070912;11.09.2013;Wednesday;September;Sep;9;3;2013
20070913;12.09.2013;Thursday;September;Sep;9;3;2013
20070914;13.09.2013;Friday;September;Sep;9;3;2013
20070915;14.09.2013;Saturday;September;Sep;9;3;2013
20070916;15.09.2013;Sunday;September;Sep;9;3;2013
20070917;16.09.2013;Monday;September;Sep;9;3;2013
20070918;17.09.2013;Tuesday;September;Sep;9;3;2013
20070919;18.09.2013;Wednesday;September;Sep;9;3;2013
20070920;19.09.2013;Thursday;September;Sep;9;3;2013
20070921;20.09.2013;Friday;September;Sep;9;3;2013
20070922;21.09.2013;Saturday;September;Sep;9;3;2013
20070923;22.09.2013;Sunday;September;Sep;9;3;2013
20070924;23.09.2013;Monday;September;Sep;9;3;2013
20070925;24.09.2013;Tuesday;September;Sep;9;3;2013
20070926;25.09.2013;Wednesday;September;Sep;9;3;2013
20070927;26.09.2013;Thursday;September;Sep;9;3;2013
